date,kw/hr,Daily Consumption,KVA/Hr,MD KVA,Cummulative Consumption
02/15/18,4193.51,7776,4223.28,844.8,119028
02/16/18,4200.37,8232,4230.14,844.8,127260
02/17/18,4206.83,7752,4236.62,844.8,135012
02/18/18,4216.45,4380,4240.29,844.8,139392
02/19/18,4213.49,3612,4243.32,844.8,143004
02/20/18,4219.06,7332,4249.45,844.8,150336
02/21/18,4226.06,7752,4255.93,844.8,158088
02/22/18,4232.96,8280,4262.84,844.8,166368
02/23/18,4239.86,8280,4269.76,844.8,174648
02/24/18,4252.42,6936,4282.34,844.8,189720
02/25/18,4252.42,6936,4282.34,844.8,189720
02/26/18,4255.11,3228,4285.04,844.8,192948
02/27/18,4261.80 ,7644,4291.75,844.8,200976
02/28/18,4271.13,2148,4301.14,850.8,212172
02/28/18,4269.34,9048,4299.34,844.8,210024
03/01/18,4277.08,7140,4307.09,828,233340
03/02/18,4284.88,9360,4314.91,828,9288
03/03/18,4291.65,8100,4321.67,828,16500
03/04/18,4295.12,4188,4325.18,828,24600
03/05/18,4297.92,3360,4328.00 ,828.0 ,28788
03/06/18,4305.01,8508,4335.11,828.0 ,32148
03/07/18,4318.76,9330,4342.87,868.8,40656
03/08/18,4320.32,9702,4350.44,868.8,49956
03/09/18,4327.96,9168,4358.07,878.4,59028
03/10/18,4335.32,8832,4365.46,878.4,68196
03/11/18,4341.96,9968,4375.12,878.4,77028
03/12/18,4345.13,3804,4375.30 ,878.4,84996
03/13/18,4352.73,9120,4382.91,878.4,88800
03/14/18,4360.87,7968,4391.07,957.6,97920
03/15/18,4369.02,9780,4399.23,957.6,107688
03/16/18,4375.91,8268,4406.15,957.6,117468
03/17/18,4382.55,7968,4412.82,957.6,125736
03/18/18,4387.58,6036,4417.89,957.6,139740
03/19/18,4391.06,4176,4421.38,957.6,143916
03/20/18,4398.75,9228,4429.08,957.6,153144
03/21/18,4405.38,7956,4435.74,957.6,161100
03/22/18,4413.73,10020,4444.11,957.6,171120
03/24/18,4430.05,9636,4460.47,926.4,190704
03/25/18,4437.10 ,8460,4467.54,926.4,199164
03/25/18,4422.02,9948,445242,926.4,181068
03/26/18,4439.65,3060,4470.10 ,926.4,202224
03/27/18,4447.31,9204,4477.78,926.4,211428
03/28/18,4457.69,2940,4488.17,926.4,223872
03/28/18,4455.24,9504,4485.72,926.4,220932
03/29/18,4463.11,6204,,868.8,181656
03/30/18,4465.92,3372,4493.6,868.8,6204
03/31/18,4468.83,3492,4496.43,868.8,9876
04/01/18,4473.80 ,5964,4499.4,868.8,13368
04/02/18,4476.29,2988,4504.4,868.8,19332
04/03/18,4483.80 ,9012,4506.90 ,868.8,22320
04/04/18,4491.56,9312,4514.43,933.6,31332
04/05/18,4499.20 ,9168,4522.21,933.6,40644
04/06/18,4507.73,10236,4529.88,943.2,49812
04/07/18,4515.36,9156,4546.06,943.2,66048
04/08/18,4519.37,4812,4549.92,943.2,69204
04/09/18,4522.17,3360,4552.91,943.2,74014
04/10/18,4529.89,9264,4560.65,943.2,77376
04/11/18,4527.11,8564,4567.88,943.2,86640
04/12/18,4545.21,9720,4575.99,943.2,95304
04/13/18,4553.62,10092,4584.41,943.2,105024
04/14/18,4560.96,8808,4591.77,943.2,115116
04/15/18,4563.84,3456,4594.67,943.2,123924
04/16/18,4566.70 ,3432,4597.55,943.2,127380
04/17/18,4574.53,9396,4505.39,943.2,130182
04/18/18,4582.45,9480,4613.3,943.2,140208
04/19/18,4590.21,9336,4621.1,943.2,149688
04/20/18,4598.44,9876,4629.39,943.2,159024
04/21/18,4605.98,9048,4636.94,1042.8,168900
04/22/18,4610.18,5040,4641.17,1042.8,177948
04/23/18,4612.71,3036,4643.7,1042.8,182988
04/24/18,4620.52,9372,4651.54,1042.8,186024
04/25/18,4627.76,8688,4658.80 ,1042.8,195396
04/26/18,4635.81,9660,4666.86,1042.8,204084
04/27/18,4643.84,9636,4674.93,1042.8,213744
04/28/18,4652.14,1068,4683.26,1042.8,232272
04/28/18,4651.25,8892,4682.36,1042.8,223380
04/30/18,4661.04,3552,,703.2,187632
05/01/18,4667.10 ,7272,4692.18,768,10680
05/02/18,4669.67,3084,4698.26,768,17952
05/03/18,4676.86,8628,4700.85,830.4,21036
05/04/18,4679.63,3024,4708.05,830.4,29664
05/05/18,4686.06,7716,4710.82,830.4,32988
05/06/18,4690.00 ,4728,4717.25,830.4,40704
05/07/18,4692.69,3228,4721.27,830.4,45432
05/08/18,4798.85,7392,4723.97,830.4,48660
05/09/18,4705.08,7476,4730.16,830.4,56052
05/10/18,4711.11,7236,4736.41,830.4,63528
05/11/18,4717.22,7332,4742.45,830.4,70764
05/12/18,4722.00 ,5736,4748.57,830.4,78096
05/13/18,4726.63,5556,4753.37,830.4,83832
05/14/18,4729.13,3000,4760.53,830.4,89388
05/15/18,4734.49,6432,4765.91,830.4,92388
05/16/18,4740.21,6864,4771.66,830.4,98820
05/17/18,4746.74,7836,4778.19,830.4,105684
05/18/18,4753.47,8076,4784.94,830.4,113520
05/19/18,4760.01,7848,4791.49,830.4,121596
05/20/18,4763.80 ,4548,4795.29,830.4,129444
05/21/18,4766.45,3180,4797.96,830.4,133992
05/22/18,47771.53,6096,4803.05,830.4,137172
05/23/18,4777.49,7152,4809.02,830.4,143268
05/24/18,4783.42,7116,4814.97,830.4,150420
05/25/18,4789.28,7032,4820.92,830.4,157536
05/26/18,4794.59,6372,4826.18,830.4,164568
05/27/18,4799.36,5724,4830.95,830.4,170940
05/28/18,4803.52,1536,4835.12,830.4,180120
05/28/18,4802.24,3456,4833.84,830.4,176664
05/29/18,4807.33,6108,4838.94,525.6,205896
05/30/18,4811.82,5388,4843.44,525.6,4572
05/31/18,4816.66,5808,4848.29,525.6,9960
06/01/18,4821.94,6336,4853.58,525.6,15768
06/02/18,4527.29,6420,4858.93,550.8,22104
06/03/18,4830.46,3804,4862.16,550.8,28524
06/04/18,4833.45,3588,4865.16,550.8,32328
06/05/18,4839.34,7068,4871.07,564,35916
06/06/18,4844.73,6468,4876.47,564,42984
06/07/18,4850.33,6720,4882.08,582,49452
06/08/18,4852.71,2856,4884.47,582,56172
06/09/18,4857.79,5508,4889.57,582,57828
06/10/18,4863.38,6720,4895.18,585.6,65112
06/11/18,4866.09,3252,4897.91,585.6,71832
06/12/18,4873.21,8544,4905.04,703.2,75084
06/13/18,4879.46,7500,4911.31,703.2,83628
06/14/18,4885.93,7764,4917.80 ,703.2,91128
06/15/18,4892.48,7860,4924.36,703.2,98892
06/16/18,4897.36,5856,4929.25,703.2,106752
06/17/18,4900.75,4068,4932.67,703.2,112608
06/18/18,4903.40 ,3204,4935.34,703.2,116676
06/19/18,4909.35,7116,4941.31,703.2,119880
06/20/18,4914.84,5388,4946.82,703.2,126996
06/21/18,4921.24,7680,4653.23,703.2,133584
06/22/18,4927.19,7140,4959.19,703.2,141264
06/23/18,4933.04,7028,4965.06,703.2,148404
06/24/18,4937.08,5448,4969.6,703.2,155424
06/25/18,4940.07,2988,4972.11,703.2,161520
06/26/18,4946.12,7260,4978.18,703.2,163860
06/27/18,4951.95,6996,4984.02,703.2,171120
06/28/18,4959.88,1788,4991.96,703.2,185844
06/28/18,4958.39,7728,4990.47,703.2,178116
06/29/18,4765.02,7956,4997.11,717.6,193896
06/30/18,4970.58,6672,5002.68,717.6,6168
07/01/18,4975.24,5592,5007.35,717.6,12840
07/02/18,4977.64,2880,5009.80 ,717.6,18432
07/03/18,4984.07,7716,5016.24,739.2,21312
07/04/18,4991.60 ,9036,5023.78,841.2,29028
07/05/18,4999.18,9096,5031.39,868.8,38064
07/06/18,5001.81,3156,5034.03,868.8,47160
07/07/18,5008.96,9444,5041.22,868.8,50316
07/08/18,5013.07,4932,5045.35,868.8,58894
07/09/18,5015.88,3372,5048.18,868.8,63828
07/10/18,5023.33,8940,5055.68,868.8,67200
07/11/18,5029.70 ,7644,5062.07,880.8,76140
07/12/18,5036.31,7932,5068.69,880.8,83784
07/13/18,5042.09,6936,5074.48,880.8,91716
07/14/18,5048.73,7968,5081.13,880.8,98652
07/15/18,5053.33,5520,5085.76,880.8,106620
07/16/18,5056.07,3288,5088.53,880.8,112140
07/17/18,5063.03,8352,5095.5,880.8,115488
07/18/18,5069.22,7428,5101.7,880.8,123780
07/19/18,5075.28,7272,5107.77,880.8,131208
07/20/18,5082.50 ,8664,5115,880.8,138480
07/21/18,5089.25,8100,5121.77,880.8,147144
07/22/18,5094.35,6120,5126.87,880.8,155244
07/23/18,5096.96,3132,,880.8,61364
07/24/18,5103.30 ,7608,5135.85,880.8,164496
07/25/18,5110.38,8496,5143,880.8,172104
07/26/18,5117.32,8328,5149.95,880.8,180600
07/27/18,5123.98,7992,5156.65,880.8,188928
07/28/18,5131.46,588,5146.18,880.8,205308
07/28/18,5130.97,8388,5163.69,880.8,196920
07/29/18,5136.01,6048,5168.74,530.4,215916
07/30/18,5138.55,3048,5171.29,530.4,5460
07/31/18,5145.46,8292,5178.23,804,8508
08/01/18,5152.15,8028,5184.93,804,16800
08/02/18,5159.01,8232,5191.80 ,837.6,24828
08/03/18,5166.26,8700,5199.06,837.6,33060
08/04/18,5172.62,7632,5205.44,837.6,41760
08/05/18,5175.09,2964,5207.91,837.6,49392
08/06/18,5177.75,3192,5210.58,837.6,52356
08/07/18,5184.56,8172,5217.44,837.6,55548
08/08/18,5191.10 ,7848,5224,837.6,63720
08/09/18,5193.45,2820,5226.37,866.4,71568
08/10/18,5200.71,8712,5233.66,866.4,74388
08/11/18,5207.89,8616,5240.86,866.4,83100
08/12/18,5214.07,7416,5247.05,866.4,91716
08/13/18,5217.02,2540,5250.02,866.4,99132
08/14/18,5223.79,8100,5256.80 ,866.4,102672
08/15/18,5230.37,7920,5263.51,866.4,110772
08/16/18,5233.07,3240,5266.23,866.4,118692
08/17/18,5239.34,7524,5272.51,866.4,121932
08/18/18,5242.72,4056,5275.91,866.4,129996
08/19/18,5245.93,3852,5279.17,866.4,133512
08/20/18,5248.69,3312,5281.94,866.4,137364
08/21/18,5254.84,7380,5288.1,866.4,140676
08/22/18,5260.92,7296,5294.20 ,866.4,148056
08/23/18,5264.63,4452,5297.95,866.4,155352
08/24/18,5270.98,7620,5304.32,866.4,159804
08/25/18,5277.74,8112,5311.09,866.4,167424
08/26/18,5281.21,4164,5314.59,866.4,175536
08/27/18,5283.76,3060,5317.15,866.4,179700
08/28/18,5293.04,2028,5326.44,885.6,191868
08/28/18,5291.35,9108,5324.76,885.6,182760
08/29/18,5298.24,8268,5331.66,722.4,
08/30/18,5305.21,8364,5338.67,772.8,6240
08/31/18,5312.04,8196,5345.56,832.8,14604
09/01/18,5319.15,8532,5352.67,832.8,22800
09/02/18,5322.96,4572,5356.49 ,832.8,31332
09/03/18,5325.76,3360,5359.30 ,832.8,35904
09/04/18,5332.47,8052,5366.02,861.6,39264
09/05/18,5339.37,8280,5372.95,861.6,47316
09/06/18,5346.23,8232,5379.82,861.6,55596
09/07/18,5348.69,2952,5382.29,861.6,63828
09/08/18,5355.03,7608,5388.65,861.6,66780
09/09/18,5360.31,6336,5393.96,861.6,74388
09/10/18,5362.76,2940,5396.42,861.6,80724
09/11/18,5369.64,8256,5403.31,861.6,83664
09/12/18,5376.89,8700,5410.58,861.6,91920
09/13/18,5383.95,8472,5417.66,861.6,100620
09/14/18,5387.05,3720,5420.80 ,861.6,109092
09/15/18,5393.82,8124,5427.59,861.6,112812
09/16/18,5398.09,5100,5431.85,861.6,120936
09/17/18,5401.05,3576,5434.84,861.6,126036
09/18/18,5408.22,8604,5442.05,861.6,129612
09/19/18,5415.33,8532,5449.18,861.6,138216
09/20/18,5422.91,9096,5456.77,861.6,146748
09/21/18,5429.14,7476,5463.01,861.6,155844
09/22/18,5432.44,3960,5466.41,861.6,163320
09/23/18,5437.42,5976,5471.45,861.6,167280
09/24/18,5439.79,2844,5473.84,861.6,173256
09/25/18,5446.76,8364,5480.83,861.6,176100
09/26/18,5453.45,8028,5487.53,958.8,184464
09/27/18,5460.81,8832,5494.93,958.8,192492
09/28/18,5472.97,5436,5507.11,978,210480
09/28/18,5468.44,9168,5502.57,978,201324
09/29/18,5476.04,9120,5510.19,652.8,3684
09/30/18,5482.18,7368,5516.34,715.2,11052
10/01/18,5485.14,3552,5519.32,715.2,14604
10/02/18,5491.94,8160,5526.14,715.2,22764
10/03/18,5494.60 ,3192,5528.81,715.2,22956
10/04/18,5502.45,9420,5536.68,926.4,25956
10/05/18,5505.43,3576,5534.66,926.4,35376
10/06/18,5513.17,9288,5547.42,926.4,38952
10/07/18,5517.91,5688,5552.17,926.4,48240
10/08/18,5521.06,3804,5555.35,926.4,53928
10/09/18,5528.38,8760,5562.69,926.4,57732
10/10/18,5535.68,8760,5569.99,926.4,66492
10/11/18,5543.29,9132,5577.60 ,926.4,75252
10/12/18,5550.91,9144,5585.23,926.4,84384
10/13/18,5558.53,9144,5592.87,926.4,93528
10/14/18,4969.67,8568,5600.02,926.4,102672
10/15/18,5568.68,3612,5603.04,926.4,111240
10/16/18,5575.87,8628,5610.25,926.4,114852
10/17/18,5583.66,9348,5618.06,926.4,123480
10/18/18,5589.29,6756,5623.71,926.4,132828
10/19/18,5591.35,2472,5625.79,926.4,139584
10/20/18,5593.78,2916,5628.23,926.4,142056
10/21/18,5597.25,4140,5631.69,926.4,144972
10/22/18,5599.53,2760,5634.01,926.4,149112
10/23/18,5606.14,7932,5640.65,926.4,151872
10/24/18,5612.85,8052,5647.36,926.4,159804
10/25/18,5619.30 ,8100,5654.12,926.4,167856
10/26/18,5625.39,6948,5659.94,926.4,175956
10/27/18,5632.57,8616,5667.14,926.4,182904
10/28/18,5638.25,276,5672.83,226.4,198060
10/28/18,5638.00 ,6540,5672.55,226.4,191520
10/29/18,5640.75,3270,5675.34,164.4,198336
10/29/18,5640.75,3270,5675.34,164.4,3000
10/30/18,5646.88,7356,5681.47,690,3000
10/30/18,5646.88,7356,5681.47,690,10356
10/31/18,5652.55,6804,5687.17,690,17160
11/01/18,5658.34,6948,5692.96,690,24108
11/02/18,5661.27,3156,5695.1,690,27624
11/03/18,5666.92,6780,5701.57,690,34404
11/04/18,5670.55,4356,5705.23,690,38760
11/05/18,5673.17,3144,5707.85,690,41904
11/06/18,5675.06,2268,5709.76,690,44172
11/07/18,5676.93,2244,5711.65,690,46416
11/08/18,5679.85,3504,5714.59,690,49920
11/09/18,5684.91,6702,5719.66,690,55992
11/10/18,5690.50 ,6708,5725.28,690,62700
11/11/18,5695.72,6264,5730.55,690,68964
11/12/18,5698.35,3156,5733.19,690,72120
11/13/18,5703.56,6252,5738.41,690,78372
11/14/18,5709.02,6552,5743.89,690,84924
11/15/18,5714.35,6396,5749.23,690,91320
11/16/18,5779.99,6768,5754.88,690,98088
11/17/18,5726.22,7476,5761.14,690,105564
11/18/18,5730.00 ,4536,5764.94,690,110100
11/19/18,5732.48,2976,5767.44,690,113076
11/20/18,5738.59,7332,5773.55,690,120408
11/21/18,5744.85,7512,5779.86,690,127920
11/22/18,5749.21,5232,5784.23,734.4,133152
11/23/18,5755.55,7608,5790.58,734.4,140760
11/24/18,5761.27,6864,5796.32,734.4,147624
11/25/18,5766.36,6108,5801.41,734.4,153732
11/26/18,5768.95,3108,5804.02,734.4,156840
11/27/18,5775.44,7788,5810.53,734.4,164628
11/28/18,5781.58,1116,5816.68,734.4,171996
11/28/18,5780.65,6252,5815.75,734.4,170880
11/29/18,5786.34,6828,5821.45,570,5712
11/30/18,5793.47,8556,5828.59,570,14268
12/01/18,5999.61,7368,5834.74,710.4,21636
12/02/18,5802.44,3396,5837.60 ,710.4,25032
12/03/18,5804.71,2724,5839.88,710.4,27756
12/04/18,5810.31,6720,5845.49,710.4,34476
12/05/18,5816.75,7728,5851.94,710.4,42204
12/06/18,5823.06,7572,5858.26,710.4,49776
12/07/18,5825.42,2832,5860.62,710.4,52608
12/08/18,5832.13,8052,5867.36,724.8,60660
12/09/18,5837.66,6636,5872.9,724.8,67296
12/10/18,5840.37,3252,5575.62,724.8,70548
12/11/18,5846.8,7716,5882.09,724.8,78264
12/12/18,5853.2,7680,5888.50 ,756,85944
12/13/18,5859.64,7692,5894.89,756,93636
12/14/18,5866.01,7680,5901.37,756,101316
12/15/18,5872.57,7872,5911.58,756,109118
12/16/18,5876.22,4380,5914.10 ,756,113568
12/17/18,5878.71,2988,5920.40 ,756,116556
12/18/18,5884.98,7524,5926.41,756,124080
12/19/18,5890.96,7176,5932.88,756,131256
12/20/18,5897.41,7740,5939.10 ,756,138996
12/21/18,5903.62,7452,5945.19,756,146448
12/22/18,5909.70 ,7296,5950.53,756,153744
12/23/18,5915.03,6396,5953.22,756,160140
12/24/18,5917.70 ,3204,5953.22,756,163344
12/25/18,5922.80 ,6120,5958.32,756,169464
12/26/18,5925.51,3252,5961.07,756,172716
12/27/18,5931.46,7140,5967.03,756,179856
12/28/18,5941.24,3888,5976.83,756,191592
12/28/18,5938.00 ,7848,5973.57,756,187704
01/01/19,5957.23,6120,5992.85,648,19188
01/02/19,5959.94,3252,5995.57,648,22440
01/03/19,5965.45,6612,6001.09,648,29052
01/04/19,5967.97,3024,6003.62,648,32076
01/05/19,5974.33,7632,6009.98,648,39708
01/06/19,5978.12,4548,6013.77,648,44256
01/07/19,5980.36,2688,6016.03,648,46944
01/08/19,5985.34,5976,6021.01,648,52920
01/09/19,5990.58,6288,6026.28,648,59208
01/10/19,5995.88,6360,6031.58,648,65568
01/11/19,6000.77,5868,6036.49,648,71436
01/12/19,6006.02,6444,6041.87,648,77880
01/13/19,6010.29,4980,6046.03,648,82860
01/14/19,6013.24,3540,6048.99,648,86400
01/15/19,6015.91,3204,6051.68,648,89604
01/16/19,6018.09,2616,6053.87,648,92220
01/17/19,6020.2,2532,6055.99,648,94752
01/18/19,6023,3360,6058.81,648,98112
01/19/19,6027.72,5664,6063.53,648,103776
01/20/19,6030.71,3588,6066.53,648,107364
01/21/19,6032.95,2688,6068.78,648,110052
01/22/19,6037.77,5784,6073.61,648,115836
01/23/19,6041.73,4752,6077.58,648,120588
01/24/19,6046.24,5412,6082.11,648,126000
01/25/19,6051.78,6648,6087.7,648,132648
01/26/19,6057.73,7140,6093.68,648,139788
01/27/19,6060.03,2760,6095.98,722.4,142548
01/28/19,6064.35,2868,6098.39,722.4,145416
01/28/19,6062.42,2316,6100.33,722.4,147732
01/29/19,6069.18,4992,6105.19,741.6,5796
01/30/19,6075.85,8004,6111.86,741.6,13800
01/31/19,6082.75,8316,6118.81,741.6,22116
02/01/19,6089.55,8124,6125.6,758.4,30240
02/02/19,6096.18,7956,6132.27,768,38196
02/03/19,6099.66,4176,6135.77,768,42372
02/04/19,6102.06,2880,6138.19,768,45252
02/05/19,6107.44,6456,6143.69,768,51708
02/06/19,6114.45,8412,6150.71,770.4,60120
02/07/19,6121.49,8448,6157.78,787.2,68568
02/08/19,6123.7,2652,6159.99,787.2,71220
02/09/19,6131.45,9300,6167.76,898.8,80520
02/10/19,6139.46,9612,6175.81,898.8,90132
02/11/19,6142.36,3480,6178.72,898.8,93612
02/12/19,6149.38,8424,6185.78,898.8,102036
02/13/19,6156.69,8772,6193.1,898.8,110808
02/14/19,6163.77,8496,6199.99,898.8,119304
02/15/19,6170.26,7788,6206.73,898.8,127092
02/16/19,6177.42,8592,6213.9,898.8,135684
02/17/19,6181.12,4440,6217.6,898.8,140124
02/19/19,6191.61,9408,6228.15,963.6,152712
02/20/19,6199.34,9276,6235.9,963.6,161988
02/21/19,6206.91,9084,6243.49,963.6,171072
02/22/19,6214.27,8832,6250.86,963.6,179904
02/23/19,6221.79,9024,6258.4,963.6,188928
02/24/19,6227.6,6972,6264.27,963.6,195900
02/25/19,6230.71,3732,6267.39,963.6,199632
02/26/19,6238.25,9048,6275.01,963.6,208680
02/27/19,6246.15,9576,6282.93,963.6,218256
02/28/19,6253.75,9024,6290.55,963.6,227280
02/28/19,6255.96,2604,6298.73,963.6,229932
03/01/19,6261.53,6684,6298.35,933.6,6708
03/02/19,6269.93,10880,6306.75,933.6,16764
03/03/19,6274.12,5028,6310.95,931.2,21792
03/04/19,6276.83,3252,6313.68,931.2,25044
03/05/19,6284.7,9444,6321.57,931.2,34488
03/06/19,6293.44,10488,6330.31,974.4,44976
03/07/19,6300.39,8340,6337.28,974.4,53316
03/08/19,6308.96,10284,6345.86,996,63600
03/09/19,6317.65,10428,6354.57,996,74028
03/10/19,6324.77,8544,6361.73,996,82572
03/11/19,6327.48,3252,6364.4,996,85824
03/12/19,6335.57,9708,6372.55,996,95532
03/13/19,6343.39,9384,6380.39,996,104916
03/14/19,6350.97,9108,6387.99,996,114024
03/15/19,6359.05,9684,6396.08,996,123708
03/16/19,6366.64,9168,6403.74,996,132876
03/17/19,6370.41,4464,6407.48,996,137340
03/18/19,6373.05,3168,6410.13,996,140508
03/19/19,6381.15,9720,6418.25,996,150228
03/20/19,6389.64,10188,6426.76,996,160416
03/21/19,6397.06,8904,6434.2,996,169320
03/22/19,6405.39,9996,6442.56,996,179316
03/23/19,6414.08,10428,6451.25,996,189744
03/24/19,6421.31,8676,6458.54,1039.2,198420
03/25/19,6423.96,3180,6461.2,1039.2,201600
03/26/19,6431.95,9588,6469.21,1039.2,211188
03/27/19,6439.54,9108,6476.82,1039.2,220296
03/28/19,6446.98,8928,6484.29,1039.2,229224
03/28/19,6449.14,2592,6486.45,1039.2,231816
03/29/19,6454.68,5928,6492,968.4,6648
03/30/19,6462.3,9144,6499.63,968.4,15792
03/31/19,6468.76,7752,6506.12,968.4,23544
04/01/19,6471.55,3348,6508.92,968.4,26892
04/02/19,6479.92,10044,6517.3,986.4,36936
04/03/19,6488.4,10176,6525.8,986.4,47112
04/04/19,6596.97,10284,6534.39,986.4,57396
04/05/19,6504.78,9372,6542.24,986.4,66768
04/06/19,6512.22,8892,6549.69,986.4,75660
04/07/19,6515.89,4440,6553.32,986.4,80100
04/08/19,6518.74,3420,6556.23,986.4,83520
04/09/19,6526.74,9600,6564.24,986.4,93120
04/10/19,6535.17,10116,6572.7,986.4,103236
04/11/19,6543.75,10296,6581.29,986.4,113532
04/12/19,6551.27,9024,6588.83,986.4,122556
04/13/19,6560.06,10548,6597.69,986.4,133104
04/14/19,6568.25,9828,6605.83,986.4,142932
04/15/19,6571.28,3636,6608.87,986.4,146568
04/16/19,6579.23,9780,6617.54,986.4,156948
04/17/19,6588.04,9732,6625.71,986.4,166680
04/18/19,6592.03,4788,6629.7,986.4,171468
04/19/19,6594.48,2940,6632.16,986.4,174408
04/20/19,6597.82,3984,6635.59,986.4,178392
04/21/19,6601.9,4920,6639.73,986.4,183312
04/22/19,6604.66,3312,6642.57,986.4,186624
04/23/19,6612.09,8916,6650.09,986.4,195540
04/24/19,6619.5,8892,6657.6,986.4,204432
04/25/19,6627.32,9384,6665.51,986.4,213816
04/26/19,6634.55,8976,6672.8,986.4,222492
04/27/19,6642.68,9756,6680.96,986.4,232248
04/28/19,6650.06,8856,6688.36,986.4,241104
04/28/19,6650.35,348,6688.64,986.4,241452
04/29/19,6652.99,3516,6691.29,205.2,3168
04/30/19,6660.87,9444,6699.18,864,12612
05/01/19,6668.2,8808,6706.52,864,21420
05/02/19,6670.96,3312,6709.3,864,24732
05/03/19,6674.21,3900,6712.55,864,28632
05/04/19,6681.35,8568,6719.7,864,37200
05/05/19,6685.9,5388,6706.26,864,42588
05/06/19,6688.81,3564,6727.18,864,46152
05/07/19,6695.83,8424,6734.22,864,54576
05/08/19,6702.52,8028,6740.91,864,62604
05/09/19,6708.93,7692,6747.34,864,70296
05/10/19,6715.11,7416,6753.54,864,77712
05/11/19,6721.27,7392,6754.71,864,85104
05/12/19,6727.46,7428,6765.91,864,92532
05/13/19,6730.07,3132,6768.53,864,95664
05/14/19,6737.52,8940,6775.99,864,104604
05/15/19,6744.52,8400,6783.01,864,113004
05/16/19,6750.81,7548,6789.32,864,120552
05/17/19,6756.34,6636,6794.85,864,127188
05/18/19,6762.42,7296,6800.95,864,134484
05/19/19,6765.9,,6804.4,864,138660
05/21/19,6768.1,2640,6806.66,864,141300
05/22/19,6774.4,7560,6812.99,864,148860
05/23/19,6780.5,7320,6819.08,864,156180
05/24/19,6786.25,6840,6824.86,864,163020
05/25/19,6792.49,7368,6831.13,864,170448
05/26/19,6796.44,4860,6835.11,864,175308
05/27/19,6799.1,3192,6837.78,864,178500
05/28/19,6804.87,6924,6843.56,864,185424
05/28/19,6805.71,1008,6844.4,864,186432
05/29/19,6810.18,6372,6848.48,610,5364
05/30/19,6815.6,6504,6854.31,610,11868
05/31/19,6820.1,5400,6858.84,610,17268
06/01/19,6825.5,6480,6864.25,675,23748
06/02/19,6828.92,4104,6867.68,675,27852
06/03/19,6831.94,3624,6870.71,675,31476
06/04/19,6839.28,8748,6878.01,766,40224
06/05/19,6845.86,7956,6884.65,766,48180
06/06/19,6849.5,4392,6888.52,766,52572
06/07/19,6855.36,7008,6884.17,766,59580
06/08/19,6861.78,8904,6900.59,766,68484
06/09/19,6866.41,5556,6903.26,766,72840
06/10/19,6869.23,3384,6908.1,766,76224
06/11/19,6872.83,9720,6916.23,766,85944
06/12/19,6884.91,9096,6923.82,921.6,95040
06/13/19,6887.87,3432,6926.79,921.6,98472
06/14/19,6895.31,8400,6934.25,921.6,107520
06/15/19,6902.49,8616,6941.48,921.6,116136
06/16/19,6906.29,4560,6945.18,921.6,120696
06/17/19,6909.17,3456,6948.27,921.6,124152
06/18/19,6916.87,9360,6956.09,921.6,133512
06/19/19,6923.31,7608,6962.44,921.6,141120
06/20/19,6929.06,6900,6968.2,921.6,148020
06/21/19,6939.8,9288,6975.96,921.6,157308
06/22/19,6944.53,9276,6983.7,921.6,166584
06/23/19,6949.96,6516,6989.13,921.6,173100
06/24/19,6952.97,3504,6992.15,921.6,176724
06/25/19,6960,8424,6999.22,921.6,185148
06/26/19,6967.53,9036,7006.77,921.6,194184
06/27/19,6975.59,9792,7014.84,921.6,203856
06/28/19,6983.73,9084,7022.99,921.6,214308
06/28/19,6986.3,2400,7025.57,921.6,216708
06/29/19,6991.2,8544,7030.48,880.8,5880
06/30/19,6996.7,6600,7035.99,880.8,12480
07/01/19,6999.43,3276,7038.74,880.8,15756
07/02/19,7006.8,8844,7046.14,880.8,24600
07/03/19,7014.55,9300,7053.9,960,33900
07/04/19,7022.21,9192,7061.54,960,43092
07/05/19,7025.41,3840,7064.8,960,46932
07/06/19,7033,9108,7072.4,960,56040
07/07/19,7037.07,4884,7076.44,960,60924
07/08/19,7039.85,3336,7079.29,960,64260
07/09/19,7046.82,8088,7086.29,960,72684
07/10/19,7054.17,8472,7093.63,960,81444
07/11/19,7061.66,8580,7101.14,960,90432
07/12/19,7069.06,8400,7108.55,960,99300
07/13/19,7076.97,9000,7016.47,960,108804
07/14/19,7082.64,6792,7122.13,960,115596
07/15/19,7085.37,3288,7124.9,960,118884
07/16/19,7092.91,9048,7132.45,960,127932
07/17/19,7100.55,9168,7140.11,960,137100
07/18/19,7108.18,9156,7147.75,960,146256
07/19/19,7116.34,9792,7155.91,960,156048
07/20/19,7123.53,8628,7163.12,960,164676
07/21/19,7127.09,4272,7166.72,960,168948
07/22/19,7129.74,3000,7169.93,960,172128
07/23/19,7137.02,8268,7176.68,960,180864
07/24/19,7143.98,7944,7183.66,960,189216
07/25/19,7151.02,7698,7190.7,960,197664
07/26/19,7158.88,9012,7198.6,960,207096
07/27/19,7166.84,8928,7206.56,960,216624
07/28/19,7172.46,6768,7212.2,960,223392
07/28/19,7172.67,252,7212.42,960,223644
07/29/19,7174.88,2652,7214.64,262.8,2652
07/30/19,7182.15,8724,7221.93,826.8,11376
07/31/19,7190.17,9624,7229.97,950.4,21000
08/01/19,7197.13,8352,7236.93,950.4,29352
